LED,AD_B0_09
B16,AD_B1_00
B17,AD_B1_01
C6,B0_06
C7,B0_07
C2,B0_02
C24,B1_08
C3,B0_03
C25,B1_09
B18,AD_B1_02
B19,AD_B1_03
D12,SD_B0_00
C30,B1_14
D13,SD_B0_01
C31,B1_15
D14,SD_B0_02
C26,B1_10
D15,SD_B0_03
C27,B1_11
C8,B0_08
C9,B0_09
B10,AD_B0_10
B11,AD_B0_11
C20,B1_04
C21,B1_05
C22,B1_06
C23,B1_07
B9,AD_B0_09
B10,AD_B0_10
D27,EMC_41
B12,AD_B0_12
B13,AD_B0_13
B14,AD_B0_14
B15,AD_B0_15
B21,AD_B1_05
B23,AD_B1_07
RESET_b,P2_20
KEY,WAKEUP
DBG_RXD,AD_B0_13
DBG_TXD,AD_B0_12
